,player_id,team_name,player,vaep_value,count,minutes_played,vaep_rating
141,10648,Netherlands Women's,Shanice van de Sanden,0.7033127192844404,373,447,0.14160658777539067
143,15287,Spain Women's,Guijarro Gutiérrez,0.6758317130734213,220,220,0.27647660989367234
144,25766,Japan Women's,Nana Ichise,0.6750556135812076,365,281,0.2162099829975398
145,25640,Argentina Women's,María Florencia Bonsegundo,0.6683392817325657,251,265,0.22698315228653174
146,10208,Italy Women's,Elena Linari,0.6655418419250054,393,475,0.1261026647857905
147,10271,France Women's,Griedge Mbock Bathy,0.6600501684151823,543,504,0.11786610150271112
148,25623,Cameroon Women's,Yvonne Patrice Leuko,0.6588596235960722,322,378,0.15687133895144575
149,25520,South Africa Women's,Lebogang Ramalepe,0.6575801828730619,300,283,0.20912443978295253
150,10202,Spain Women's,Virginia Torrecilla Reyes,0.6556718256761087,414,365,0.16167250496123228
151,25483,China PR Women's,Peng Shimeng,0.6536134934722213,143,376,0.15645003833111681
152,10714,Cameroon Women's,Michaela Abam,0.6431209589645732,114,221,0.2619044629267493
153,25694,Chile Women's,María José Urrutia,0.6408271860564128,145,221,0.2609703472627925
154,25455,Korea Republic Women's,Hwang Bo-Ram,0.6373555924219545,205,186,0.3083978673009457
155,10163,Spain Women's,Leila Ouahabi El Ouahabi,0.6306654312211322,190,192,0.2956244208849057
156,25686,Chile Women's,Yanara Aedo,0.6238717071100837,201,182,0.30850798703245896
157,25468,Nigeria Women's,Ngozi Ebere,0.6234069736042294,247,289,0.19414058001515794
158,25675,Thailand Women's,Sunisa Srangthaisong,0.6220449912361801,237,283,0.197823495446135
159,10658,Netherlands Women's,Danielle van de Donk,0.6212798789783847,725,651,0.08589122750853244
160,10142,Spain Women's,Sandra Paños García-Villamil,0.6199144194542896,154,380,0.14682183618654226
161,15423,Germany Women's,Faißt,0.6194569622294512,194,183,0.30465096503087763
162,25451,Korea Republic Women's,Kim Hye-Ri,0.6061384361819364,191,186,0.293292791700937
163,17524,Scotland Women's,Jennifer Beattie,0.5978017154120607,340,281,0.19146674159105148
164,25465,Nigeria Women's,Onome Ebi,0.5957548972219229,191,384,0.13963005403638817
165,10257,Germany Women's,Almuth Schult,0.5923510037973756,425,471,0.11318808989758769
166,10188,Scotland Women's,Caroline Weir,0.5913925450972748,372,281,0.18941398241549726
167,25693,Chile Women's,Karen Araya,0.5802737984486157,242,236,0.2212908553405738
168,10151,Spain Women's,Jennifer Hermoso Fuentes,0.5776197948462797,553,380,0.13680468825306624
169,25692,Chile Women's,Carla Valentina Guerrero Puelle,0.570855632002349,192,286,0.1796398841965434
170,25615,Argentina Women's,Flavia Lorena Benítez,0.569001709256554,187,248,0.20649255577858816
171,25681,Thailand Women's,Warunee Phetwiset,0.5643980097520398,101,158,0.321492537200529
172,25556,Brazil Women's,Kathellen Sousa,0.5555114151211455,333,388,0.12885574062088428
173,15291,Brazil Women's,Maciel Mota,0.5469709179451456,204,213,0.2311144723711883
174,25627,Japan Women's,Ayaka Yamashita,0.5393229509500088,184,374,0.12978359782219465
175,25718,Nigeria Women's,Chiamaka Cynthia Nnadozie,0.5374885519267991,123,288,0.16796517247712472
176,26097,Cameroon Women's,Augustine Sylvia Ejangue Siliki,0.5317381686036242,120,158,0.3028888302172543
177,25447,Korea Republic Women's,Jang Sel-Gi,0.5314490364398807,335,279,0.17143517304512282
178,10651,Netherlands Women's,Kika van Es,0.5142434894369217,233,166,0.2788067111404997
179,10129,France Women's,Sarah Bouhaddi,0.5138702035183087,225,504,0.09176253634255513
180,18145,New Zealand Women's,Ria Percival,0.5135106456630165,227,282,0.16388637627543082
181,25471,Nigeria Women's,Ngozi Sonia Okobi,0.5119463939755224,264,384,0.11998743608801306
182,25549,Australia Women's,Tameka Butt,0.5025487450911896,232,301,0.15026374437942547
183,25478,Germany Women's,Lena Oberdorf,0.46528514160308987,166,166,0.2522630285799885
184,25560,Brazil Women's,Leticia Santos,0.46500322758220136,294,352,0.11889287068863102
185,24461,China PR Women's,Wang Shuang,0.46130134788237065,333,292,0.14218192229251148
186,10179,Scotland Women's,Lisa Evans,0.45832358370209114,158,263,0.15684077008816805
188,10190,England Women's,Jade Moore,0.4462520292872796,276,238,0.1687507673775427
189,26094,Sweden Women's,Julia Zigiotti-Olme,0.4451947726774961,161,196,0.20442617112742167
190,25663,New Zealand Women's,Betsy Hassett,0.4434280455461703,156,178,0.22420519156828836
191,25670,Thailand Women's,Pikul Khueanpet,0.443352107933606,151,248,0.16089391013719573
192,25676,Thailand Women's,Silawan Intamee,0.43859876659302977,153,253,0.15602327665364696
193,25609,Canada Women's,Stephanie Labbe,0.43807512207422405,217,377,0.10458026786917815
194,25558,Jamaica Women's,Chantelle Swaby,0.43473540761624463,164,232,0.16864735640285353
195,25691,Chile Women's,Su Helen Ignacia Galaz Espinoza,0.42940341812209226,110,191,0.20233668916747802
197,25550,Jamaica Women's,Sydney Schneider,0.4198814521951135,105,188,0.2010070781785118
198,15470,France Women's,Delphine Cascarino,0.4150337351602502,230,191,0.19556563436870428
199,26093,Sweden Women's,Nathalie Björn,0.3953023967478657,165,197,0.18059500359039551
200,25469,Nigeria Women's,Halimatu Ibrahim Ayinde,0.3893285762023879,178,273,0.1283500800667213
201,10143,Spain Women's,Alexia Putellas Segura,0.3889181389240548,305,253,0.13835032609946613
202,25514,South Africa Women's,Noko Matlou,0.38845211878651753,224,283,0.12353600950807977
203,5089,United States Women's,Ali Krieger,0.3870332874939777,218,156,0.22328843509267943
205,25629,Argentina Women's,Agustina Barroso Basualdo,0.3844068259204505,139,282,0.12268302954907995
206,5028,New Zealand Women's,Katie Bowen,0.3792773953609867,192,282,0.1210459772428681
207,10161,Spain Women's,Mariona Caldentey,0.3785112342204666,333,213,0.15993432431850704
208,25729,Germany Women's,Klara Bühl,0.37692785769468173,134,163,0.20811967602773837
212,10170,England Women's,Karen Bardsley,0.36188976280391216,211,382,0.08526198600092172
213,25661,New Zealand Women's,Erin Nayler,0.35898093215655535,178,282,0.11456838260315597
214,25557,Jamaica Women's,Deneisha Selena Blackwood,0.35519973329792265,233,281,0.11376503913456597
215,25620,Cameroon Women's,Annette Ngo,0.3489155314746313,157,378,0.08307512654157888
216,25750,China PR Women's,Wang Yan,0.34507670876337215,232,234,0.13272181106283545
217,25617,Argentina Women's,Miriam Anahí Mayorga,0.3414760624000337,88,201,0.1528997294328509
218,25630,Cameroon Women's,Claudine Falonne Meffometou Tcheno,0.334492331079673,141,184,0.16361037933244876
219,25449,Korea Republic Women's,Kim Min-Jeong,0.33308927941834554,133,279,0.10744815465107921
220,25621,Japan Women's,Emi Nakajima,0.3325587018186925,334,330,0.09069782776873432
221,5002,England Women's,Jodie Taylor,0.33024738520907704,79,175,0.1698415123932396
222,5058,England Women's,Rachel Daly,0.32870813069166616,237,210,0.1408749131535712
225,24368,Brazil Women's,Andressa Alves,0.3130816845835653,177,189,0.14908651646836443
230,5030,United States Women's,Becky Sauerbrunn,0.28817627773969434,616,577,0.04494950605991766
232,25689,Chile Women's,Rosario Balmaceda,0.28202536158717706,211,286,0.08874923966030047
233,25544,Italy Women's,Valentina Bergamaschi,0.26761064821039326,247,310,0.07769341399656579
234,10196,Scotland Women's,Kirsty Smith,0.2634651519038016,218,217,0.10927126115825873
235,25834,France Women's,Viviane Asseyi,0.26043380970077123,166,194,0.12081980862406913
238,15619,England Women's,Bethany Mead,0.24125613835477278,273,298,0.07286259212056896
239,25688,Chile Women's,Javiera Toro,0.23862789933627937,111,191,0.11244246565583844
244,10366,Italy Women's,Sara Gama,0.2208740210335236,364,475,0.041849814511615
247,25453,Korea Republic Women's,Lee Geum-Min,0.21704181214666463,220,279,0.07001348778924665
248,25771,Jamaica Women's,Sashana Campbell,0.2132060696312692,131,187,0.10261254688135951
250,4989,New Zealand Women's,Rebekah Stott,0.2090316332905786,234,282,0.0667122233906102
252,25690,Chile Women's,Francisca Alejandra Lara Lara,0.20350713574991097,231,279,0.06564746314513258
256,25626,Cameroon Women's,Raissa Feudjio Tchuanyo,0.1956537746009417,362,378,0.04658423204784326
261,10148,Spain Women's,Marta Torrejón Moya,0.18406850830069743,214,188,0.08811790290990834
265,25608,Japan Women's,Jun Endo,0.16439984081883452,188,169,0.0875502110869533
267,25561,Brazil Women's,Beatriz Zaneratto João,0.16122177286888473,142,169,0.08585774886508654
268,25812,Thailand Women's,Pitsamai Sornsai,0.1610069004818797,115,190,0.07626642654404829
276,25519,South Africa Women's,Ode Fulutudilu,0.1432936337805586,70,180,0.0716468168902793
277,24925,New Zealand Women's,Olivia Chance,0.13899962020991374,177,273,0.045824050618652884
285,25516,South Africa Women's,Refiloe Jane,0.12375159965851346,197,270,0.04125053321950448
288,5022,Nigeria Women's,Francisca Ordega,0.1050207987864269,234,353,0.026775841050363798
291,25687,Chile Women's,Camila Alejandra Saez Oyaneder,0.10123228664451744,234,286,0.031856313979043954
306,5071,Brazil Women's,Mônica,0.06610642153827939,453,407,0.014618127612887334
310,15257,Japan Women's,Saki Kumagai,0.05900835127977189,546,374,0.014199870628822112
312,25510,Spain Women's,Nahikari García,0.057878945546690375,141,250,0.020836420396808535
314,25605,Cameroon Women's,Gaelle Enganamouit,0.0566659051401075,133,204,0.024999664032400365
318,26092,Sweden Women's,Amanda Ilestedt,0.048062230489449576,99,153,0.028271900287911517
319,25728,Norway Women's,Karina Sævik,0.04710896895267069,209,257,0.016497304302491682
324,5078,Australia Women's,Alanna Kennedy,0.04099301600945182,642,408,0.00904257706090849
327,19421,England Women's,Carly Telford,0.03954716902808286,110,285,0.012488579693078799
339,25614,Cameroon Women's,Marie Aurelle Awona,0.024350378909730352,169,286,0.007662706649915146
342,25618,Cameroon Women's,Christine Manie,0.02228905473020859,84,184,0.010902255031080289
345,25542,Brazil Women's,Ludmila da Silva,0.0208233001321787,137,246,0.007618280536162939
347,10183,England Women's,Toni Duggan,0.017904855787637675,252,234,0.00688648299524526
354,25545,Jamaica Women's,Allyson Swaby,0.0005868910229764879,201,281,0.00018797221376471143
358,25489,China PR Women's,Yang Li,-0.006381316372426227,130,181,-0.0031730302404329304
361,24374,Norway Women's,Ingrid Syrstad Engen,-0.013616253112559207,520,502,-0.00244116091659428
364,10387,Norway Women's,Karlseng,-0.018809546862030402,125,222,-0.007625491971093406
371,25748,South Africa Women's,Mamello Makhabane,-0.03924741328228265,188,188,-0.01878865529470978
380,22798,Korea Republic Women's,Cho So-Hyun,-0.07008265078184195,294,279,-0.022607306703819982
383,4980,Brazil Women's,Isa,-0.08688348317809869,336,407,-0.01921256384773681
385,25664,New Zealand Women's,Sarah Gregorius,-0.09064422766095959,135,229,-0.03562436894972211
388,5020,Canada Women's,Christine Sinclair,-0.10844162380089983,361,350,-0.027884988977374243
389,25487,China PR Women's,Lin Yuping,-0.12679411210410763,268,376,-0.030349654493004485
390,4984,Scotland Women's,Rachel Corsie,-0.13449642295017838,321,281,-0.04307714614062653
394,25625,Argentina Women's,Linda Ruth Bravo,-0.16432645327586215,172,252,-0.05868801902709363
395,5054,South Africa Women's,Janine van Wyk,-0.16436451039044186,241,283,-0.05227139906409812
397,25445,Korea Republic Women's,Kang Chae-Rim,-0.17768527081352659,139,182,-0.08786634270998567
398,25679,Thailand Women's,Ainon Phancha,-0.22255279032106046,160,283,-0.07077650575581428
399,25470,Nigeria Women's,Osinachi Marvis Ohale,-0.22683585467166267,193,384,-0.05316465343867094
400,25570,Scotland Women's,Lee Alexander,-0.2407258030725643,162,281,-0.07710079101968252
401,25521,South Africa Women's,Kholosa Biyana,-0.24595336523884903,216,277,-0.07991264574547441
402,4992,Canada Women's,Janine Beckie,-0.25125729666836527,510,351,-0.0644249478636834
405,4966,Canada Women's,Desiree Scott,-0.27828829183999915,399,361,-0.06937935253628788
406,25695,Chile Women's,Daniela Paz Zamora Mancilla,-0.30142544487898704,187,286,-0.09485416097590502
408,25448,Korea Republic Women's,Kim Do-Yeon,-0.3455712432914879,266,279,-0.1114745946101574
410,25634,Argentina Women's,Aldana Cometti,-0.5011095407244284,161,282,-0.15992857682694522
411,4945,Jamaica Women's,Havana Solaun,-0.5480823392863385,182,213,-0.23158408702239658
412,25517,South Africa Women's,Nothando Vilakazi,-0.5651871107321931,159,189,-0.2691367193962824
413,25472,Nigeria Women's,Ugochi Desire Oparanozie,-0.5673660696484149,171,347,-0.14715546475030933
414,6818,Australia Women's,Hayley Raso,-0.6010683476488339,184,196,-0.27600077187956656
415,25637,Japan Women's,Yuika Sugasawa,-0.611725594906602,222,309,-0.17817250337085497
416,4944,Argentina Women's,Estefanía Banini,-0.6470813650812488,255,219,-0.2659238486635269
417,10206,Italy Women's,Daniela Sabatino,-0.6509652791282861,59,172,-0.3406213669857311
418,25442,France Women's,Valérie Gauvin,-0.6614866407180671,186,336,-0.17718392162091082
420,25678,Thailand Women's,Rattikan Thongsombut,-0.6831436943029985,88,176,-0.3493348436776697
421,25680,Thailand Women's,Natthakarn Chinwong,-0.6925110223673983,128,283,-0.220233187325321
424,25485,China PR Women's,Wang Shanshan,-0.9669777314120438,271,292,-0.2980410815996025
425,25813,Thailand Women's,Waraporn Boonsing,-1.3193676813098136,134,190,-0.6249636385151749
